title,content,sumber,date
"Kapolres Negekeo Ancam ""Bikin Stres"" Wartawan Tribun di Grup WhatsApp, Kapolda NTT: Sedang Kita Selidiki","KUPANG, KOMPAS.com- Kepala Kepolisian Daerah (Kapolda) Nusa Tenggara Timur (NTT), Inspektur Jenderal (Irjen) Polisi Johni Asadoma, menanggapi percakapan grup WhatsApp antara polisi dan jurnalis di Kabupaten Nagekeo, Nusa Tenggara Timur (NTT).
Grup itu menjadi viral karena berisi ancaman kekerasan terhadap wartawanTribun Flores.com(Kompas Gramedia Grup), Patrianus ‘Patrick’ Meo Djawa.
""Kita sedang selidiki kebenaran info ini,"" kata Kapolda NTT Irjen Polisi Johni Asadoma, kepadaKompas.com,melalui sambungan telepon, Senin (24/4/2023).
Baca juga:Viral Ucapannya untuk Bikin Stres Wartawan Tribun di Grup WhatsApp, Kapolres Nagekeo Beri Penjelasan
Menurut Johni, setelah semua data terkumpul, baru pihaknya akan menyampaikan ke publik soal kasus itu.
Johni pun tak segan-segan memberi tindakan tegas, bila anggotanya melakukan pelanggaran ataupun kesalahan.
""Semua yang bersalah, apalagi menyakiti masyarakat pasti ditindak,"" tegas Johni.
Sementara itu, Wartawan Tribun Flores Patrianus ‘Patrick’ Meo Djawa, belum merespons, ketika dihubungiKompas.comsejak Senin pagi.
Sebelumnya diberitakan, sebuah tangkapan layar percakapan grup WhatsApp antara polisi dan jurnalis di Kabupaten Nagekeo, Nusa Tenggara Timur (NTT), yang berisi ancaman kekerasan terhadap wartawan Tribun Flores.com (Kompas Gramedia Grup) Patrianus ‘Patrik’ Meo Djawa, viral di media sosial.
Grup WA itu beranggotakan Kepala Kepolisian Resor (Kapolres) Negekeo, Ajun Komisaris Besar Polisi (AKBP) Yudha Pranata dan sejumlah wartawan.
Grup WA itu beranggotakan Kepala Kepolisian Resor (Kapolres) Negekeo, Ajun Komisaris Besar Polisi (AKBP) Yudha Pranata dan sejumlah wartawan.
Dalam tangkapan layar grup WA bernama KH Destro yang diperoleh Kompas.com, Senin (24/4/2023), terlihat Kapolres Nagekeo Yudha menulis sejumlah pesan.
Isinya, ""All Destro. Hubungi Patrik untuk minta wawancara klarifikasi tentang laporan dari Ketua Suku Nataia. Sekarang!!!. Bukti chat WA ke Patrick segera di screenshot. Sebagai bukti bahwa kita sudah meminta klarifikasi kepada Patrick. Bikin dia stress. Baru buat catatan kaki, sampai berita ini diturunkan saudara Patrick belum bisa memberikan klarifikasi,""tulis Yudha dalam pesan itu.
Baca juga:Helm Wartawan Hilang di Masjid Istiqlal, Pengelola Parkir: Kehilangan Bukan Tanggung Jawab Kami",Kompas,2023-04-24
"Trans Studio Makassar Kebakaran, Puluhan Pengunjung Terjebak, Ada yang Sesak Napas","MAKASSAR, KOMPAS.com- Peristiwa kebakaran melanda Trans Studio Mall yang terletak di Jalan Metro Tanjung Bunga, KotaMakassar, Sulawesi Selatan (Sulsel), pada Senin (24/4/2023) petang. Pengunjung yang terjebak dievakuasi melalui atap gedung.
Dari pantauan Kompas.com di lokasi puluhan armada dari dinas Pemadam Kebakaran (Damkar) Kota Makassar sudah berada di lokasi kebakaran.
Baca juga:Trans Studio Mal Makassar Terbakar, Pengunjung Panik Berhamburan Selamatkan Diri
Masih banyak pengunjung yang terjebak dalam gedung. Terlihat petugas Damkar masih berusaha melakukan evakuasi dengan tangga bagi para pengunjung yang terjebak.
Rencananya mereka akan dievakuasi dari balkon gedung. Dari informasi yang dihimpun, ada puluhan pengunjung yang terjebak di atas gedung.
Ambulans juga sudah disiapkan petugas bagi para pengunjung mall yang membutuhkan penanganan medis.
Para pengunjung yang terjebak di balkon gedung juga meminta tabung oksigen lantaran ada beberapa pengunjung mengalami sesak napas.
Salah satu pengunjung bernama Aris mengatakan, lima orang kerabatnya termasuk sang keponakan yang masih anak- anak terjebak di atas gedung.
""Masih ada keponakanku lima orang diatas, sama bapaknya,"" kata pengunjung mall asal Kabupaten Takalar itu.
Kata dia, kejadian kebakaran terjadi sekira pukul 18:30 Wita, saat dirinya sedang menuju parkiran mobil.
""Awal apinya tadi saya liat dari lantai 3, saya tadi turun memang sudah ada asap, tapi saya kira orang memasak,"" ucapnya.",Kompas,2023-04-24
"Gempa M 7,3 Guncang Mentawai Sumbar, BMKG Keluarkan Peringatan Tsunami","KOMPAS.com-Gempamagnitudo 7,3 mengguncang KepulauanMentawai, Sumatera Barat, dan sekitarnya pada Selasa (25/4/2023) 03.00 WIB.
Badan Meteorologi, Klimatologi, dan Geofisika (BMKG) mengeluarkanperingatan tsunamisetelahgempaini terjadi.
Peringatan tsunamidengan status waspada untuk Pulau Tanabala, Nias Selatan, Sumatara Utara.
Baca juga:Zona Megathrust Mentawai: Lokasi, Sejarah Kegempaan, dan Potensi Gempa
Dalam keterangannya, BMKG meminta pemerintah daerah untuk mengarahkan warganya menjauhi pantai dan tepian sungai.
Pusat gempa dilaporkan berada di 177 kilometer barat laut Kepulauan Mentawai dengan kedalaman 84 kilometer.
Guncangan gempa ini dilaporkan terasa kuat oleh sejumlah warga di Sumatera Barat dan Sumatera Utara.
Kuatnya guncangan membuat sejumlah orang terbangun dari tidurnya dan berlarian keluar rumah.
Peringatan tsunami ini telah diakhiri BMKG pada sekitar 05.17 WIB.",Kompas,2023-04-25
Verlita Evelyn Sempat Dikabari Kondisi Iqbal Pakula Sebelum Meninggal Dunia,"JAKARTA, KOMPAS.com- PesinetronIqbal Pakulameninggal dunia pada Selasa (25/4/2023) pukul 02.30 WIB di RS Siloam dalam usia 46 tahun.
Lawan main Iqbal dalam sinetronCinta Fitri,Verlita Evelyn, menyebut telah mengetahui kondisi Iqbal Pakula yang sakit beberapa bulan terakhir ini.
Iqbal bahkan sering mengabarkan kondisi terkininya kepada Verlita lewat pesan WhatsApp.
""Sebenarnya aku sudah tahu kondisi Iqbal menurun kesehatannya sudah dari beberapa bulan terakhir karena kita masih suka WhatsApp-an. Ya sempat cerita juga,"" kata Verlita Evelyn di TPU Menteng Pulo, Jakarta Selatan, Selasa (25/4/2023).
""Dan kemarin waktu keluarga kami berduka pun Iqbal masih WhatsApp saya 'turut berduka cita ya' gitu, itu hari Kamis,"" lanjutnya.
Kepada Verlita Evelyn, Iqbal Pakula juga mengabarkan tengah dirawat di RS Siloam sebelum meninggal dunia.
""Dia sempat WA kalau dia posisinya lagi di Siloam, cuma memang Iqbal itu tidak mau diketahui banyak orang tentang kondisinya,"" ujar Verlita.
""Dan waktu itu memang kondisinya belum bisa dijenguk mungkin hanya keluarga aja yang menemani,"" lanjut Verlita.
Jenazah Iqbal Pakula telah dimakamkan di TPU Menteng Pulo, Jakarta Selatan, pada Selasa (25/4/2023).
Sebelum meninggal dunia, Iqbal diketahui sempat pasang ring jantung pada Desember 2022.
Iqbal Pakula adalah salah satu aktor Tanah Air yang membintangi berbagai sinetron, serial web, dan beberapa film.
Iqbal membintangi sinetron populerCinta Fitrisebagai karakter Bram selama 7 season, yakni mulai dari 2007 hingga 2011.


",Kompas,2023-04-25
"Kasus Prajurit TNI Tendang Motor Ibu-ibu di Bekasi, Ternyata Pelaku yang Menabrak Duluan","JAKARTA, KOMPAS.com-TNIAngkatan Udara merilis kronologi kasus Praka ANG, anggota Detasemen Pertahanan Udara (Denhanud) 471 Pasgat, yang menendang motor seorang perempuan membonceng anak di Jatiwarna, Bekasi, Jawa Barat.
Dari kronologi itu, terungkap bahwa Praka ANG justru merupakan pihak yang menabrak motor perempuan bernama Sri Dewi Kemuning (21) itu.
Ini sekaligus membenarkan narasi soal kronologi peristiwa yang termuat dalam video peristiwa yang lebih dulu viral di media sosial.
Kepala Dinas Penerangan TNI AU Marsekal Madya Indan Gilang Buldansyah menjelaskan, peristiwa arogansi ini bermula ketika Praka ANG pulang selepas turun jaga.
Baca juga:TNI Klaim Korban yang Motornya Ditendang Prajurit di Bekasi Sudah Maafkan Pelaku
Praka ANG berkendara di belakang motor Sri Dewi Kemuning.
""Ketika sampai di pertigaan jalan raya Hankam Mabes TNI, Jatiwarna, Bekasi, tiba-tiba, motor yang di depannya melakukan pengereman mendadak,"" kata Indan dalam keterangan tertulis, Selasa (25/4/2023).
""Sehingga Praka ANG tanpa sengaja menabrak motor di depannya,"" ia menambahkan.
Akibat peristiwa itu, Praka ANG dan korban sempat terlibat adu mulut.
""Hingga memicu tindakan penendangan oleh Praka ANG kepada bagian samping motor Sri Dewi Kemuning,"" ujar Indan.
Baca juga:Oknum Prajurit TNI Penendang Motor Ibu-ibu di Bekasi Sudah Ditangkap dan Ditahan


TNI AU mengeklaim bahwa korban sudah memaafkan pelaku. Komandan Denhanud 471 Pasgat, Letkol Pas Bagus Ajar Pamungkas, disebut sudah mendatangi rumah Sri Dewi Kemuning di Pondok Ranggon untuk menyampaikan permohonan maaf.
""Pihak keluarga korban, yaitu Sri Dewi Kemuning dan ayahnya sudah memaafkan peristiwa yang terjadi pada Senin siang kemarin (24/4/2023),"" kata Indan.
Indan mengaku pihaknya terbuka kepada masyarakat yang merasa diperlakukan arogan oleh prajurit.
""Bagi masyarakat yang mengalami atau melihat tindakan pelanggaran oleh anggota TNI AU, silakan dapat melaporkan ke satuan TNI AU terdekat,"" ujar dia.
Baca juga:Prajurit Tendang Motor Ibu-ibu di Bekasi, Panglima TNI Minta Maaf
Buntut peristiwa ini, Panglima TNI Laksamana Yudo Margono juga menyampaikan permintaan maaf atas kasus ini.
Kepala Pusat Penerangan TNI Julius Widjojono menyebut bahwa Praka ANG telah ditahan di Pusat Polisi Militer TNI AU.
""Panglima TNI atas nama segenapprajurit TNImemohon maaf atas adanya perilaku arogan yang ditampilkan oleh oknum TNI tersebut,"" ujar Julius.",Kompas,2023-04-25
"Antre 4 Jam di Pelabuhan Bakauheni, Adit Ngamuk Diserobot Rombongan Mobil Mewah Saat Masuk Kapal","KOMPAS.com- Sebuah video yang merekam seorang pemudikn marah-marah viral di media sosial.
Video tersebut direkam di Dermaga EksekutifPelabuhan Bakauheni,LampungSelatan pada Senin (24/4/2023).
Pria dalam video tersebut yang diketahui bernama Adit tersebut marah saat antreannya diserobot pemudik lain di Pelabuhan Bakauheni.
Adit emosi lantaran sudah mengantre hingga 4 jam untuk masuk kapal Pelabuhan Bakauheni, Lampung, tapi dirinya tak kunjung naik kapal.
Baca juga:Antrean Masuk Kapal Diserobot Rombongan Mobil Mewah, Pemudik Ngamuk di Pelabuhan Bakauheni
Adit yang terlihat mengamuk ke petugas terlihat ditenangkan oleh petugas kepolisian yang ada di lapangan.
Adit mengaku kekesalan itu terjadi lantaran terdapat sejumlah rombongan mobil mewah yang menyerobot antrean yang dikawal oleh kendaraan roda dua.
Saat itu, kata Adit, kendaraannya akan masuk kapal, namun tiba-tiba ada rombongan mobil mewah yang menyerobot antrean.
""Itu tegur, kenapa kendaraan-kendaraan itu bisa masuk. Saya lihat mobil itu baru dateng langsung dikawal masuk sama motor pak. Yang mau bertanggungjawab siapa,"" ketus Adit marah-marah kepada petugas.
Baca juga:BPTD Bantah Pejabatnya Serobot Antrean Kendaraan yang Sudah Menunggu 4 Jam di Bakauheni
Ia mengaku mobilnya berada di urutan ketujuh terakhir yang akan dimuat ke kapal ekspres.
Namun, baru hendak memajukan mobil, tiba-tiba rombongan mobil mewah sebanyak tujuh unit memotong antreannya.
""Itu jelas-jelas motong antrean. Kalau mau depan kamera. Itu jelas-jelas oknum. Saya nunggu udah 4 jam loh pak,"" sambungnya.
Adit mengatakan dirinya sudah empat setengah jam menunggu di Dermaga Eksekutif, Pelabuhan Bakauheni.
""Saya dari jam sebelum jam 2 sudah di sini, ini sudah jam 6, berarti saya sudah menunggu 4 setengah jam lebih loh,"" katanya.
Baca juga:Diduga Tidak Terima Direkam, Penumpang Bule Marah dan Rebut Ponsel Jurnalis di Pelabuhan Bakauheni
""Lalu, mendekati jam keberangkatan kapal ada 7 mobil mewah yang dikawal pake motor nggak pake helm langsung masuk ke kapal. Mobilnya ada Fortuner, Innova pokoknya mobil-mobil mewah. Kalau mau lihat mereka, sekarang kapalnya udah berangkat,"" ujarnya.
Adit menduga yang mengawal rombongan mobil tersebut adalah oknum petugas. Lantas Adit pun minta kepada pihak kepolisian untuk menindak oknum motor tersebut.",Kompas,2023-04-25
"Soal Anak Perwira Polisi Aniaya Mahasiswa, Ahmad Sahroni Minta Polri Pecat AKBP Achiruddin Hasibuan","KOMPAS.com- Wakil Ketua Komisi III Dewan Perwakilan Rakyat (DPR) Republik Indonesia (RI) Ahmad Sahroni meminta Divisi Profesi dan Pengamanan (Propam) Polri memberikan sanksi terberat berupa pemecatan atau Pemberhentian Tidak Dengan Hormat (PTDH) kepada AKBP Achiruddin Hasibuan.
Menurutnya, Ajun Komisaris Besar Polisi (AKBP) Achiruddin Hasibuan diduga terlibat dalam kasus penganiayaan yang dilakukan anaknya (berinisial AH) kepada mahasiswa.
""Namun saya yakin pasti ada dugaan campur tangan dari AKBP Achiruddin Hasibuan sehingga kasus penganiayaan oleh anaknya ini sempat mandek sampai 4 bulan. Sang ayah jelas terlibat,” kata Sahroni di Jakarta, Rabu.
Untuk diketahui, AH merupakan anak dari perwira polisi Polda Sumatera Utara (Sumut), AKBP Achiruddin Hasibuan. AH menganiaya mahasiswa bernama Ken Admiral. Video penganiayaanya viral di media sosial (medsos).
Baca juga:6 Fakta Video Viral Anak Perwira Polisi Aniaya Mahasiswa di Medan
Ahmad Sahronimengatakan, langkah PTDH perlu diambil agar kasus tersebut tidak kembali menjadi “batu sandungan” bagi Polri.
“Saya minta Propam Polri pertimbangkan untuk berikan sanksi terberat berupa PTDH. Jangan sampai karena kasus oknum arogan dan tidak tahu batasan seperti ini, kepercayaan publik kepada Polri yang tadinya terus meningkat, malah kembali merosot,” katanya dalam siaran persnya, Rabu.
Meski demikian, Ahmad Sahroni mengapresiasi respons cepat Kepolisian Republik Indonesia (Polri) dalam menangani kasus dugaan penganiayaan dilakukan pemuda berinisial AH.
“Apresiasi Pak Kepala Kepolisian Republik Indonesia (Kapolri) dan Kepala Kepolisian Daerah (Kapolda) Sumatera Utara (Sumut) yang gerak cepat respons situasi (viral) yang ada,"" kata Ahmad Sahrno.
Karena itu, dia meminta Polda Sumut memeriksa jajarannya yang mengetahui kasus tersebut sejak 4 bulan lalu, tetapi tidak menindaklanjuti kasus tersebut.
Lebih lanjut, Ahmad Sahrano menyatakan bahwa AKBP Achiruddin Hasibuan terlihat kerap memamerkan sedang mengendarai Harley Davidson secara ugal-ugalan di akun instagram pribadinya.
Hal ini tentu sangat membahayakan dan melanggar aturan berkendara. Apalagi AKBP Achiruddin Hasibuan diduga merupakan anggota dari Harley Davidson Club Indonesia (HDCI).
Sebagai Ketua Umum HDCI, Sahroni pun mengaku sangat kecewa dengan tindakan ugal-ugalan AKBP Achiruddin.
“Sedang kami cek apakah (pelaku) benar anggota HDCI. Kalau benar anggota, tentu kami akan langsung cabut kartu anggotanya,” katanya.
Baca juga:Kronologi Penganiayaan Mahasiswa di Medan, Anak Perwira Polisi Jadi Tersangka, Sang Ayah Dicopot dari Jabatannya
Politisi Partai Nasdem itu mengatakan, perilaku  AKBP Achiruddin tidak menunjukkan sikap seorang pengendara Harley sesungguhnya. Sikap arogan yang dia tunjukan di jalan, sangat tidak mencerminkan nilai-nilai di HDCI.
“Yang dipertontonkan hanyalah seorang pria yang diselimuti rasa arogansi harta, jebatan, dan kekuasaan. Sangat tidak layak dicontoh,” kata Sahroni.",Kompas,2023-04-26
"Alasan AKBP Achiruddin Hasibuan Biarkan Anaknya Aniaya Ken Admiral, Sudah Siapkan Skenario","KOMPAS.com-AKBP Achiruddin Hasibuanmembiarkan anaknya, Aditya Hasibuan, menganiaya Ken Admiral di depan matanya.
Tak hanya membiarkan, AKBP Achiruddin Hasibuan juga melarang teman-teman korban menyudahi tindakan Aditya kepada Ken Admiral.
Kabid Propam Polda Sumut, Kombes Pol Dudung Adijono mengungkapkan alasan AKBP Achiruddin melakukan hal itu.
Menurut Dudung, Achiruddin mengaku membiarkan anaknya menganiaya Ken agar perkelahian keduanya bisa tuntas.
“Saat kejadian itu disaksikan oleh orangtuanya. Dia (Aditya) dibiarkan untuk berkerkelahi supaya tuntas malam itu,” kata Dudung, dikutip dari TribunMedan.com, Rabu (26/4/2023).
Baca juga:Rumah AKBP Achiruddin Hasibuan Digeledah Polda Sumut
Atas pembiaran itu, Dudung menegaskan, Achiruddin dicopot dari jabatannya sebagai Kabag Bin Opsnal Direktorat Reserse Narkoba Polda Sumut.
""Untuk itu, untuk (proses) pemeriksaan, AH (Achiruddin Hasibuan) dievaluasi dan untuk sementara dinon-job-kan,"" tegasnya.
Dudung pun menyampaikan bahwa Achiruddin Hasibuan akan ditahan di tempat khusus untuk menjalani pemeriksaan.
""Karena terbukti melakukan pelanggaran kode etik, maka yang bersangkutan akan kami tahan di tempat khusus,"" jelasnya.
Terkait senjata laras panjang yang digunakan AKBP Achiruddin menodong teman-teman korban, Dudung mengatakan, pihaknya masih mendalami mengenai hal tersebut.
“Nah ini masih kami dalami. Apakah ada senjata atau tidak kita belum tahu ya, masih kami dalami” ujar Dudung.
Baca juga:Viral, Foto-foto AKBP Achiruddin Hasibuan Pamer Kekayaan, Polda Sumut: Didalami Inspektorat dan Propam
AKBP Achiruddin Hasibuan disebut telah membuat skenario agar seolah-olah dia tak terlibat dalam tindak penganiayaan yang dilakukan oleh Aditya Hasibuan kepada Ken Admiral.
Ibunda Ken Admiral, Elvi Indri Putri, mengungkapkan hal tersebut. Menurutnya, usai kejadian, AKBP Achiruddin menyuruh Ken masuk ke dalam rumahnya.
""Tapi senjata tetap dari berapa meter diarahkan,"" ucap Elvi.
Ketika telah berada di dalam rumah, AKBP Achiruddin meminta seseorang untuk merekam saat dia seolah sedang menasihati Aditya dan Ken.",Kompas,2023-04-26
"6 Alasan PPP Dukung Ganjar Pranowo Jadi Capres 2024, Singgung soal Popularitas","KOMPAS.com- Partai Persatuan Pembangunan (PPP) resmi mengumumkan mendukungGanjar Pranowosebagai calon presiden (capres) pada Pemilihan Presiden (Pilpres) 2024.
Plt Ketum PPP Muhammad Mardiono mengatakan, ada sejumlah alasan PPP mendukung kader PDI Perjuangan tersebut pada Pilpres 2024.
Baca juga:PPP Resmi Dukung Ganjar Pranowo Jadi Capres 2024
Pertama, PPP ingin melanjutkan dukungan politik kepada Ganjar dalam pencalonan presiden RI untuk melanjutkan estafet kepemimpinan peridoe 2024-2029.
Baca juga:PPP Dukung Ganjar Capres Usai Musyawarah Selama 3 Hari
""Dukungan serupa telah pernah diberikan oleh PPP, yakni pada Pilkada Jateng 2018. PPP telah mengantarkan beliau menjadi Gubernur Jateng yang berpasangan dengan kader PPP Taj Yasin Maimoen (Gus Yasin),"" ujar Mardiono saat deklarasi dukungan di Sleman, Yogyakarta, Rabu (26/4/2023), dikutip dari tayanganKompas TV.
Kedua, PPP ingin menitipkan politik amar ma'ruf nahi munkar kepada Ganjar untuk diimplementasikan dalam tatanan politik pemerintahan di masa mendatang melalui prinsip-prinsip politik religius.
""Sebab, PPP yakin seyakin-yakinnya bahwa dengan kultur yang berasal dari keluarga NU, Beliau pasti memiliki visi yang hampir sama dengan PPP,"" ujar Mardiono.
Alasan ketiga, PPP memandang bahwa kapasitas, integritas, dan akseptabilitas Ganjar sangat layak menduduki posisi sebagai pemimpin bangsa.
PPP juga melihat popularitas dan elektabiltas Ganjar sebagai politisi selalu berada teratas dibanding dengan tokoh lainnya yang santer dibicarakan untuk menjadi capres.
Keempat, Mardiono menyebut bahwa secara historis, Ganjar tidak dapat dipisahkan dari PPP.
Mertua Ganjar, Amhad musadik, pernah menjabat sebagai Ketua DPC PPP pada 1973-1991.
Selain itu, pernah juga selama 5 periode menjabat anggota DPRD kabupaten dan satu periode anggota MPR RI dari PPP.
""Hingga saat ini rumah mertua Beliau juga masih digunakan sebagai kantor DPC PPPdi Kabupaten Purbalingga,"" ujar Mardiono.
Tak hanya itu, kakak ipar Ganjar, Nurul Hidayat, juga menjabat Ketua DPC PPP Purbalingga sekaligus merupakan anggota DPRD Jateng dari Fraksi PPP.
Alasan keenam, berdasarkan mandat yang diberikan forum Rapimnas 5, PPP berusaha maksimal melakukan komunikasi dan langkah-langkah politik untuk mendorong agar kader PPP dapat dipasangkan sebagai bakal calon presiden pendamping Ganjar.
""Ini saya tekankan karena ini amanat dari konstitusi PPP. Keinginan ini bukan harapan berlebihan, mengingat Hamzah Haz pernah jadi Wapres mendamping Megawati (Soekarnoputri),"" ujar Mardiono.",Kompas,2023-04-26
"PPATK Blokir Rekening AKBP Achiruddin Hasibuan, Istri, dan Anak, Ada Dugaan Pencucian Uang","KOMPAS.com- Pusat Pelaporan dan Analisis Transaksi Keuangan (PPATK) memblokir rekening milik eks Kabag Bin Ops Direktorat Narkoba Polda Sumut,AKBP Achiruddin Hasibuan, istri, dan anaknya, Aditya Hasibuan.
Selain keluarga Achiruddin, PPATK juga memblokir rekening pihak lainnya.
Baca juga:Ditemukan Gudang Penyimpanan Solar di Dekat Rumah AKBP Achiruddin Hasibuan, Pertamina: Bukan dari Kami
Kepala PPATK Ivan Yustiavandana mengatakan, pemblokiran ini terkait adanya dugaan tindak pidana pencucian uang (TPPU).
Baca juga:Anak AKBP Achiruddin Hasibuan Aniaya Ken Admiral secara Brutal karena Masalah Perempuan
""Iya benar (pemblokiran rekening), kan dalam proses analisis perlu kami perdalam dan bekukan dulu sesuai dengan kewenangan kami. Adapun pembekuan terkait dugaan tindak pidana pencucian uang,"" ujar Ivan, dikutip dariTribunnews.com, Kamis (27/4/2023).
Baca juga:AKBP Achiruddin Hasibuan Biarkan Anaknya Aniaya Ken Admiral secara Brutal agar Masalah Segera Selesai
""Semua (rekening), dia (AKBP Achiruddin) dan anak beserta pihak terkait,"" kata Ivan menambahkan.
Diketahui, AKBP Achiruddin menjadi sorotan setelah viralnya penganiayaan oleh sang anak, Aditya Hasibuan, terhadap mahasiswa bernama Ken Admiral pada 22 Desember 2022 lalu di kediaman Achiruddin diMedan.
Pasca kasus tersebut, AKBP Achiruddin dipatsuskan dan dicopot dari jabatannya lantaran membiarkan anaknya melakukan penganiayaan.
Tak hanya itu, kekayaan AKBP Achiruddin turut disorot lantaran kerap memamerkan motor Harley Davidson di media sosialnya.
Dilihat dari Laporan Harta Kekayaan Penyelenggara Negara (LHKPN) di website LHKPN Komisi Pemberantasan Korupsi (KPK), total kekayaan Achiruddin mencapai Rp 467.548.644.
Harta kekayaannya dilaporkan pada 2021 dan Achiruddin masih menjabat Kanit 1 Subdit 1 di Ditresnarkoba Polda Sumut.
Kekayaan Achiruddin terdiri dari tanah seluas 566 meter persegi di Kota Medan hasil sendiri senilai Rp 46.330.000.
Kemudian mobil Fortuner tahun 2006 hasil sendiri senilai Rp 370.000.000. Adapun kas dan setara kas sebesar Rp 51.218.644.
Sementara harta lainnya tertulis nol rupiah. Di LHKPN tersebut, tidak tertulis kepemilikan moge Harley-Davidson yang biasa dipamerkan Achiruddin di media sosial.
Artikel ini telah tayang di Tribunnews.com dengan judul:PPATK Blokir Rekening AKBP Achiruddin, Istri, dan Anaknya atas Dugaan Tindak Pidana Pencucian Uang
",Kompas,2023-04-27
"Sandiaga Uno Menguat Jadi Cawapres Ganjar, PDI-P: Tunggu kerja Sama Politik Final","JAKARTA, KOMPAS.com- Partai Demokrasi Indonesia Perjuangan (PDI-P) saat ini enggan memutuskan untuk mempertimbangkanSandiaga Unosebagai calon wakil presiden (cawapres) mendampingiGanjar Pranowo.
Sebab, menurut Sekretaris Jenderal PDI-P Hasto Kristiyanto, ada berbagai tahapan yang perlu dilalui sebelum memutuskan sosok cawapres. Salah satu tahapan itu adalah pembentukan kerja sama politik.
""Sekali lagi pengaitan tentang pengerucutan siapa yang nanti akan mendampingi Bapak Ganjar Pranowo, nanti ada beberapa tahap-tahap setelah kerja sama partai politik ini difinalkan,"" kata Hasto ditemui di Kantor DPP PDI-P, Jalan Diponegoro, Jakarta, Kamis (27/4/2023).
Hasto pribadi menyambut positif banyaknya dukungan untuk Sandiaga sebagai bakal cawapres Ganjar.
Baca juga:PPP Belum Putuskan Sandiaga Uno Diajukan Jadi Cawapres Ganjar
Sandiaga, diakui Hasto, memang masuk dalam radar untuk menjadi cawapres Ganjar, sebagaimana disampaikan Presiden Joko Widodo (Jokowi) beberapa waktu lalu.
""Ya jadi berbagai nama-nama yang muncul itu kan sesuatu yang positif untuk rakyat. Karena apapun ini adalah pemilu langsung oleh rakyat, sehingga rakyat harus dibiasakan juga dengan diskursus yang positif tentang nama-nama calon yang masuk"" ujar Hasto.
Baca juga:Dari Lobi-lobi Koalisi, Kue Kekuasaan Mulai Diiris
Kendati demikian, Sandiaga dan tokoh-tokoh lain yang masuk dalam radar, haruslah yang lolos dalam ""skrining"" PDI-P.
Setelah diskrining, nama-nama tersebut akan diserahkan ke Megawati untuk diputuskan.
""Kami lakukan analisis terhadap aspek aspek historisnya , aspek komitmennya di dalam membangun desain bagi masa depan, kompetensinya,track record-nya. Kami lakukan analisis semua dari nama-nama yang muncul itu,"" kata Hasto.
Baca juga:Respons Sandiaga Uno Terkait Dukungan PPP untuk Ganjar di Pilpres


""Dan kami berikan sebagai masukan, karena itu bagian dari penugasan yang diberikan oleh Ibu Ketua Umum,"" sambungnya.
Sebagai informasi, nama Sandiaga Uno menguat menjadi bakal cawapres Ganjar.
Baca juga:Proyeksi Peta Politik setelah PDI-P Usung Ganjar Pranowo: Akan Ada 2, 3, atau 4 Koalisi?
Kabar itu semakin santer setelah Sandi disebut cocok oleh Pelaksana Tugas (Plt) Ketua Umum PPP Mardiono mendampingi Ganjar.
Mardiono mengatakan itu usai ditanya wartawan mengenai wacana duet Ganjar-Sandi.
Sementara itu, PDI-P juga bakal mengadakan pertemuan dengan PPP pasca partai kabah itu resmi mendukung Ganjar Pranowo sebagai capres.",Kompas,2023-04-27
